asset_id,asset_type,manufacturer,department,asset_age,usage_hours,maintenance_count,maintenance_cost,breakdown_count,last_service_days,status,warranty,failure
616,ECG Machine,Philips,Radiology,3,18225,11,13737,3,272,Under Maintenance,Yes,1
617,CT Scanner,Drager,Cardiology,4,15496,1,2136,6,112,Under Maintenance,Yes,1
618,CT Scanner,Siemens,Radiology,3,20843,7,13508,5,52,Out of Service,Yes,1
619,CT Scanner,Philips,Cardiology,1,20837,15,11888,5,4,Under Maintenance,Yes,1
620,MRI Scanner,Siemens,Operation Theatre,5,5104,4,4802,4,89,Out of Service,No,1
621,Defibrillator,Philips,Radiology,5,24478,7,2587,3,9,Out of Service,No,1
622,Ventilator,Siemens,Operation Theatre,4,21188,13,5137,7,57,Out of Service,No,1
623,Defibrillator,Drager,Operation Theatre,7,19986,2,2211,1,309,Under Maintenance,Yes,1
624,Defibrillator,Philips,Emergency,4,11608,12,2493,5,80,Working,No,1
625,MRI Scanner,Drager,ICU,5,24648,9,9888,3,121,Out of Service,No,1
626,ECG Machine,Mindray,Radiology,6,6626,11,9670,10,97,Under Maintenance,Yes,1
627,MRI Scanner,Siemens,Radiology,3,12277,1,8944,9,9,Working,Yes,1
628,MRI Scanner,Drager,Operation Theatre,6,10686,12,699,3,254,Under Maintenance,Yes,0
629,MRI Scanner,Philips,Emergency,1,3959,14,14534,9,321,Working,No,1
630,Patient Monitor,Siemens,Operation Theatre,7,13355,15,10883,1,335,Out of Service,No,1
631,Defibrillator,Mindray,ICU,6,6087,14,11710,0,85,Under Maintenance,No,1
632,Patient Monitor,Siemens,ICU,9,20147,12,13116,1,323,Under Maintenance,No,1
633,Defibrillator,Drager,Cardiology,3,4684,1,5115,7,161,Working,No,1
634,Infusion Pump,Drager,Emergency,6,12391,15,5788,5,106,Out of Service,No,1
635,Ultrasound Machine,GE Healthcare,Cardiology,10,16875,13,9479,3,307,Out of Service,Yes,1
636,Infusion Pump,GE Healthcare,ICU,8,11165,8,2114,2,144,Under Maintenance,Yes,1
637,Ultrasound Machine,GE Healthcare,Operation Theatre,10,10602,12,12006,9,76,Under Maintenance,No,1
638,Infusion Pump,Siemens,Radiology,4,16846,15,9960,7,200,Working,No,1
639,Infusion Pump,Siemens,ICU,8,14794,1,12716,9,109,Under Maintenance,Yes,1
640,Patient Monitor,Siemens,Emergency,3,19056,13,12306,3,318,Working,Yes,1
641,MRI Scanner,Philips,Cardiology,7,22934,10,9262,6,337,Working,Yes,1
642,Ultrasound Machine,Siemens,Operation Theatre,9,11884,14,718,0,255,Under Maintenance,No,1
643,MRI Scanner,Philips,Operation Theatre,5,11657,10,844,10,229,Out of Service,No,1
644,CT Scanner,Philips,Emergency,10,20320,11,11010,8,83,Under Maintenance,No,1
645,Ultrasound Machine,Philips,Radiology,2,22899,1,2087,6,185,Working,Yes,1
646,Ultrasound Machine,Siemens,Emergency,3,18736,12,3742,6,53,Out of Service,Yes,1
647,ECG Machine,Siemens,Radiology,4,14768,11,10988,2,265,Working,No,1
648,MRI Scanner,GE Healthcare,ICU,7,4585,15,12616,8,262,Out of Service,No,1
649,Ventilator,Philips,Radiology,5,1271,4,7492,8,149,Out of Service,Yes,1
650,Ventilator,Philips,Operation Theatre,10,21155,5,9046,0,345,Out of Service,Yes,1
651,ECG Machine,Drager,Operation Theatre,3,8710,7,1985,6,19,Working,No,1
652,Defibrillator,Mindray,Emergency,10,2206,4,1679,1,346,Under Maintenance,No,1
653,Infusion Pump,Drager,Operation Theatre,5,7003,5,2872,5,122,Out of Service,No,1
654,Defibrillator,Siemens,Emergency,4,3031,9,13194,1,13,Under Maintenance,No,1
655,Infusion Pump,GE Healthcare,Operation Theatre,4,2589,14,8589,5,300,Working,No,1
656,Patient Monitor,Philips,Operation Theatre,9,710,8,12510,4,169,Working,No,1
657,Ultrasound Machine,GE Healthcare,Radiology,9,18020,1,7392,8,306,Under Maintenance,No,1
658,CT Scanner,Drager,Emergency,5,18815,11,9649,7,108,Out of Service,No,1
659,Infusion Pump,Siemens,Radiology,8,6516,9,10117,6,204,Out of Service,No,1
660,Ventilator,Drager,Cardiology,5,10221,6,2704,7,256,Working,No,1
661,Patient Monitor,Siemens,ICU,10,14620,1,13151,1,16,Under Maintenance,No,1
662,Ultrasound Machine,Mindray,Operation Theatre,6,11538,2,4272,0,246,Under Maintenance,No,0
663,MRI Scanner,Philips,Emergency,7,15266,6,13491,5,19,Working,Yes,1
664,MRI Scanner,Philips,ICU,9,12779,2,8608,0,193,Out of Service,Yes,1
665,MRI Scanner,Mindray,ICU,4,20287,10,656,3,249,Out of Service,Yes,1
666,MRI Scanner,Siemens,Cardiology,5,3684,15,2791,3,88,Out of Service,Yes,1
667,Ultrasound Machine,Siemens,Emergency,8,10765,1,12399,3,325,Working,No,1
668,Ultrasound Machine,GE Healthcare,Operation Theatre,9,1727,7,1650,9,355,Out of Service,Yes,1
669,Ultrasound Machine,Drager,Emergency,6,3515,8,6025,0,19,Working,No,0
670,Defibrillator,Drager,Operation Theatre,3,13003,7,7808,9,148,Out of Service,No,1
671,ECG Machine,Mindray,Cardiology,10,3739,4,10265,6,69,Out of Service,Yes,1
672,Ultrasound Machine,Philips,Radiology,2,24979,2,3693,7,228,Under Maintenance,No,1
673,Infusion Pump,Mindray,Emergency,8,5778,1,5622,9,254,Out of Service,No,1
674,MRI Scanner,GE Healthcare,Cardiology,8,13384,14,7686,8,172,Out of Service,Yes,1
675,Ventilator,Siemens,ICU,4,12467,9,6797,1,134,Working,Yes,0
676,Defibrillator,Siemens,Cardiology,9,17084,7,1633,5,310,Under Maintenance,No,1
677,Patient Monitor,Mindray,Cardiology,8,22263,8,6003,7,105,Under Maintenance,No,1
678,ECG Machine,GE Healthcare,Operation Theatre,9,17027,8,12016,4,123,Under Maintenance,No,1
679,Defibrillator,Drager,ICU,6,1043,15,9694,0,342,Working,Yes,1
680,MRI Scanner,GE Healthcare,Operation Theatre,4,13001,12,14804,10,81,Out of Service,No,1
681,ECG Machine,Mindray,Emergency,10,7341,10,1186,0,177,Under Maintenance,Yes,1
682,Patient Monitor,Philips,Emergency,6,3382,11,10689,1,231,Under Maintenance,Yes,1
683,MRI Scanner,Philips,Cardiology,1,21832,2,5319,2,115,Working,No,0
684,CT Scanner,Siemens,Cardiology,10,9069,5,1588,6,323,Out of Service,Yes,1
685,Ultrasound Machine,Siemens,Operation Theatre,3,10481,13,1131,5,100,Out of Service,Yes,1
686,Patient Monitor,GE Healthcare,Operation Theatre,2,6522,15,1719,9,330,Under Maintenance,No,1
687,Ultrasound Machine,Drager,Radiology,4,7193,13,4524,5,344,Out of Service,Yes,1
688,Ultrasound Machine,Siemens,Cardiology,6,4100,10,10925,5,355,Working,No,1
689,CT Scanner,Mindray,Cardiology,5,9338,1,2269,2,350,Working,No,0
690,MRI Scanner,GE Healthcare,ICU,8,20697,6,12322,7,11,Working,Yes,1
691,Patient Monitor,Mindray,Radiology,4,4790,14,1599,2,8,Working,No,0
692,Infusion Pump,Drager,Radiology,10,19431,7,1174,4,132,Working,Yes,1
693,MRI Scanner,Mindray,Cardiology,10,7096,8,3001,4,75,Working,No,1
694,Defibrillator,Drager,Radiology,2,18126,11,5535,4,27,Working,Yes,0
695,Ultrasound Machine,Siemens,ICU,10,16098,1,3774,5,332,Working,No,1
696,ECG Machine,Mindray,Emergency,6,8754,2,2540,8,163,Working,Yes,1
697,Ultrasound Machine,Philips,Radiology,3,23356,8,7682,2,282,Under Maintenance,No,0
698,MRI Scanner,Philips,Radiology,9,9454,14,6334,5,3,Under Maintenance,Yes,1
699,Patient Monitor,Siemens,Operation Theatre,4,12994,4,13678,9,266,Working,Yes,1
700,Patient Monitor,GE Healthcare,Operation Theatre,3,23051,11,3091,3,345,Working,No,0
701,CT Scanner,Drager,Emergency,3,18880,9,12108,5,57,Out of Service,No,1
702,Ventilator,Siemens,Cardiology,9,13287,12,14127,1,150,Under Maintenance,Yes,1
703,CT Scanner,GE Healthcare,ICU,6,5586,11,9439,7,360,Working,No,1
704,CT Scanner,Mindray,Cardiology,9,8901,10,4948,1,16,Out of Service,Yes,1
705,Defibrillator,Mindray,Cardiology,2,3024,12,1928,0,194,Out of Service,No,1
706,Ventilator,Siemens,Emergency,1,13521,14,14668,0,361,Out of Service,Yes,1
707,Infusion Pump,GE Healthcare,Operation Theatre,9,16614,2,12202,5,363,Under Maintenance,Yes,1
708,Ultrasound Machine,Drager,ICU,8,24317,12,14564,1,145,Working,No,1
709,Defibrillator,Philips,Emergency,10,10503,1,2989,8,117,Under Maintenance,No,1
710,Defibrillator,Mindray,ICU,1,21199,12,11753,7,231,Under Maintenance,Yes,1
711,Ventilator,Philips,Radiology,3,1076,15,3360,10,135,Under Maintenance,Yes,1
712,CT Scanner,GE Healthcare,ICU,1,2789,2,9187,4,311,Out of Service,Yes,1
713,Ultrasound Machine,Philips,ICU,8,4281,5,13631,0,341,Under Maintenance,No,1
714,Patient Monitor,Drager,ICU,4,9357,4,13811,3,264,Working,Yes,1
715,Defibrillator,GE Healthcare,Operation Theatre,8,739,14,5507,6,133,Working,Yes,1
716,CT Scanner,Drager,Emergency,5,8028,12,9880,8,306,Under Maintenance,No,1
717,Infusion Pump,Philips,ICU,8,1744,9,5585,0,244,Under Maintenance,No,1
718,Ultrasound Machine,Siemens,ICU,2,23061,8,3755,0,344,Under Maintenance,Yes,0
719,CT Scanner,GE Healthcare,ICU,2,6660,7,8377,1,211,Working,No,1
720,MRI Scanner,Drager,ICU,8,8590,9,690,1,301,Working,Yes,1
721,MRI Scanner,Philips,Radiology,9,22867,4,4575,5,246,Under Maintenance,No,1
722,Defibrillator,Drager,Radiology,7,23770,10,5430,3,350,Out of Service,Yes,1
723,Ultrasound Machine,Philips,Radiology,4,9485,10,9800,6,7,Working,No,1
724,Defibrillator,Siemens,Cardiology,6,23722,12,8611,3,53,Working,Yes,1
725,MRI Scanner,GE Healthcare,ICU,2,23152,8,14141,7,329,Under Maintenance,No,1
726,ECG Machine,Drager,Cardiology,5,2245,7,12599,5,345,Out of Service,No,1
727,CT Scanner,Philips,Operation Theatre,7,2907,1,3534,1,274,Out of Service,Yes,1
728,Ultrasound Machine,Philips,Cardiology,2,10971,2,5105,1,133,Out of Service,Yes,1
729,ECG Machine,Mindray,Emergency,1,20184,2,9397,10,25,Out of Service,Yes,1
730,CT Scanner,Siemens,Radiology,7,11769,9,14343,0,123,Under Maintenance,Yes,1
731,Patient Monitor,Philips,Cardiology,4,8701,3,11463,6,207,Under Maintenance,Yes,1
732,Defibrillator,Drager,Emergency,9,3872,8,5573,7,316,Working,Yes,1
733,MRI Scanner,Philips,Radiology,5,20136,7,2154,0,117,Working,Yes,0
734,ECG Machine,Mindray,ICU,2,6989,2,1817,8,6,Under Maintenance,No,1
735,Defibrillator,Philips,Operation Theatre,2,20961,4,1402,8,255,Out of Service,Yes,1
736,Patient Monitor,Mindray,ICU,1,3433,4,9520,8,107,Working,Yes,1
737,Infusion Pump,Drager,Emergency,5,10686,11,7322,1,106,Under Maintenance,Yes,0
738,Patient Monitor,Siemens,Radiology,5,13303,13,7309,0,261,Out of Service,No,1
739,MRI Scanner,Philips,Emergency,10,639,8,615,3,239,Under Maintenance,Yes,1
740,Patient Monitor,Philips,ICU,1,1377,15,9859,3,111,Working,Yes,1
741,ECG Machine,GE Healthcare,Cardiology,2,14639,14,14852,2,263,Working,Yes,1
742,Infusion Pump,GE Healthcare,Operation Theatre,9,10425,3,11556,9,149,Out of Service,No,1
743,ECG Machine,Drager,Operation Theatre,6,20195,10,4200,5,247,Working,No,1
744,Infusion Pump,Siemens,ICU,2,24700,1,3721,8,162,Out of Service,Yes,1
745,Defibrillator,Philips,Cardiology,6,17016,13,1487,4,37,Under Maintenance,Yes,0
746,Defibrillator,Drager,Emergency,5,23768,4,2207,10,240,Out of Service,No,1
747,Ultrasound Machine,Philips,ICU,2,23086,11,1673,4,342,Under Maintenance,Yes,0
748,Ultrasound Machine,Philips,Operation Theatre,1,20138,15,2303,1,242,Under Maintenance,No,0
749,ECG Machine,Siemens,Operation Theatre,10,20646,14,6097,6,343,Out of Service,No,1
750,Ventilator,Drager,Emergency,7,23114,7,10461,4,107,Working,No,1
751,CT Scanner,GE Healthcare,Operation Theatre,5,6274,6,8814,1,135,Under Maintenance,Yes,1
752,Patient Monitor,Philips,Radiology,5,5859,5,12293,5,64,Under Maintenance,No,1
753,ECG Machine,Drager,ICU,6,6966,15,4486,2,324,Out of Service,Yes,1
754,CT Scanner,Philips,ICU,2,22695,7,8787,0,302,Under Maintenance,No,1
755,Infusion Pump,Philips,Operation Theatre,7,10498,2,6654,8,261,Out of Service,No,1
756,CT Scanner,Siemens,Cardiology,4,4407,14,14798,1,329,Under Maintenance,No,1
757,Ultrasound Machine,Philips,ICU,7,10694,3,11203,6,11,Under Maintenance,Yes,1
758,Ventilator,Drager,Operation Theatre,3,19223,8,1318,3,146,Under Maintenance,No,0
759,Patient Monitor,Philips,ICU,9,2206,1,2470,7,191,Under Maintenance,No,1
760,Defibrillator,Philips,Operation Theatre,2,10795,6,14886,1,19,Out of Service,No,1
761,ECG Machine,Siemens,Operation Theatre,9,3188,6,643,4,162,Out of Service,No,1
762,Defibrillator,Philips,ICU,7,23626,2,6928,5,295,Out of Service,Yes,1
763,Patient Monitor,Philips,Radiology,8,9142,7,14777,8,86,Under Maintenance,Yes,1
764,Ventilator,GE Healthcare,Cardiology,10,4190,12,3883,4,87,Out of Service,No,1
765,CT Scanner,Siemens,Radiology,5,17486,5,11993,2,348,Out of Service,Yes,1
766,Patient Monitor,Philips,ICU,9,8645,14,6859,1,312,Under Maintenance,Yes,1
767,Patient Monitor,Philips,Cardiology,1,13212,5,14609,7,140,Out of Service,No,1
768,Ventilator,Siemens,Emergency,6,6338,2,5474,4,337,Out of Service,No,1
769,ECG Machine,Philips,ICU,10,11425,11,4842,8,142,Out of Service,Yes,1
770,ECG Machine,Philips,Cardiology,9,18124,13,10400,4,94,Out of Service,Yes,1
771,Defibrillator,Mindray,Operation Theatre,6,21694,1,2196,4,51,Under Maintenance,Yes,0
772,Ultrasound Machine,Mindray,Radiology,5,13169,6,1857,1,42,Out of Service,Yes,1
773,Ultrasound Machine,Drager,Operation Theatre,10,1431,8,743,9,111,Working,No,1
774,Patient Monitor,Drager,Radiology,4,24243,3,5134,9,159,Working,No,1
775,Infusion Pump,Drager,Radiology,4,2789,6,11520,7,187,Out of Service,No,1
776,ECG Machine,GE Healthcare,ICU,7,3037,2,11147,1,86,Under Maintenance,No,1
777,Infusion Pump,Philips,Emergency,1,16105,12,9539,5,359,Out of Service,No,1
778,ECG Machine,Drager,Emergency,2,22472,15,8316,8,336,Out of Service,Yes,1
779,ECG Machine,Philips,Operation Theatre,3,525,5,1178,0,136,Out of Service,No,1
780,CT Scanner,GE Healthcare,Radiology,5,13814,10,853,3,169,Under Maintenance,Yes,0
781,Infusion Pump,Drager,Radiology,4,9102,15,8090,6,281,Working,Yes,1
782,MRI Scanner,Drager,Emergency,3,14606,14,1070,6,60,Working,No,1
783,Ultrasound Machine,GE Healthcare,Radiology,1,1050,7,12199,2,187,Out of Service,Yes,1
784,Ultrasound Machine,Mindray,Operation Theatre,8,19338,12,2512,3,264,Under Maintenance,No,1
785,Defibrillator,GE Healthcare,Radiology,10,2522,1,13340,0,237,Out of Service,No,1
786,Patient Monitor,Drager,ICU,2,7340,12,8858,5,246,Under Maintenance,No,1
787,MRI Scanner,Mindray,Emergency,6,15080,2,3652,2,236,Working,No,0
788,Defibrillator,Mindray,Operation Theatre,5,12111,10,9499,0,107,Under Maintenance,No,1
789,MRI Scanner,Siemens,Operation Theatre,9,2940,12,14614,1,192,Under Maintenance,Yes,1
790,Ultrasound Machine,GE Healthcare,Radiology,8,1631,9,11238,3,171,Under Maintenance,No,1
791,Defibrillator,Mindray,Radiology,1,13860,6,1314,8,187,Out of Service,No,1
792,CT Scanner,Siemens,ICU,7,1255,6,13167,9,327,Under Maintenance,No,1
793,ECG Machine,Philips,Operation Theatre,10,16520,2,12605,6,252,Under Maintenance,No,1
794,Patient Monitor,Philips,Emergency,6,15669,1,13716,4,68,Working,No,1
795,MRI Scanner,GE Healthcare,Emergency,2,1853,14,4653,4,185,Out of Service,No,1
796,MRI Scanner,GE Healthcare,ICU,10,16566,3,11145,4,307,Under Maintenance,No,1
797,MRI Scanner,Philips,Operation Theatre,1,4935,12,9592,1,137,Out of Service,No,1
798,Defibrillator,Mindray,Emergency,7,8443,10,12316,4,7,Out of Service,No,1
799,Defibrillator,Philips,Operation Theatre,1,19995,4,14850,4,97,Under Maintenance,No,1
800,Ultrasound Machine,Siemens,Operation Theatre,6,3420,11,11939,6,317,Working,Yes,1
801,Ultrasound Machine,Philips,Radiology,10,20123,5,7392,3,311,Working,No,1
802,MRI Scanner,Siemens,Operation Theatre,8,17603,3,10070,5,262,Under Maintenance,Yes,1
803,CT Scanner,GE Healthcare,Radiology,4,1666,12,1701,5,205,Working,No,1
804,Ultrasound Machine,GE Healthcare,Emergency,8,23847,11,8065,10,298,Working,No,1
805,Ultrasound Machine,GE Healthcare,Radiology,7,14397,2,6210,7,110,Out of Service,Yes,1
806,Ultrasound Machine,Siemens,Operation Theatre,5,18111,6,8567,0,278,Working,Yes,1
807,CT Scanner,Mindray,Operation Theatre,9,1943,15,2378,2,323,Working,Yes,1
808,CT Scanner,Drager,Radiology,3,20201,5,2776,7,50,Under Maintenance,Yes,1
809,Ventilator,Mindray,Operation Theatre,7,24142,2,3598,6,221,Under Maintenance,No,1
810,Ultrasound Machine,Siemens,Operation Theatre,9,14607,1,12481,8,304,Out of Service,Yes,1
811,Patient Monitor,Philips,Emergency,5,22485,5,13071,3,236,Out of Service,Yes,1
812,Patient Monitor,Drager,Emergency,8,5385,3,3375,10,42,Out of Service,No,1
813,CT Scanner,Mindray,Emergency,1,11942,6,10281,6,141,Under Maintenance,No,1
814,Infusion Pump,Drager,Radiology,10,5493,9,8306,6,337,Out of Service,Yes,1
815,Infusion Pump,Philips,Radiology,1,21539,3,2385,5,18,Working,Yes,1
816,Patient Monitor,Drager,Radiology,9,10330,2,5260,9,122,Under Maintenance,No,1
817,MRI Scanner,Philips,Emergency,6,21708,9,2310,3,335,Under Maintenance,Yes,0
818,Ultrasound Machine,Philips,Radiology,1,716,3,8761,9,291,Under Maintenance,Yes,1
819,MRI Scanner,Siemens,ICU,9,20649,5,11026,1,17,Working,No,1
820,Infusion Pump,Philips,Emergency,5,9305,2,4655,6,47,Out of Service,No,1
821,Patient Monitor,Drager,Emergency,1,12124,5,2875,0,46,Working,No,0
822,Defibrillator,Mindray,Cardiology,2,12869,6,13514,1,37,Working,No,1
823,ECG Machine,Mindray,Radiology,7,18257,14,12276,2,201,Working,No,1
824,MRI Scanner,Siemens,ICU,2,20426,8,6111,7,210,Under Maintenance,No,1
825,Infusion Pump,Siemens,Radiology,10,7587,10,6790,4,224,Under Maintenance,Yes,1
826,CT Scanner,GE Healthcare,ICU,4,16444,8,6306,2,280,Under Maintenance,No,0
827,Ultrasound Machine,Siemens,Emergency,4,15228,11,11596,6,192,Working,Yes,1
828,MRI Scanner,Drager,ICU,9,5288,13,2901,6,37,Under Maintenance,No,1
829,Patient Monitor,Siemens,ICU,10,5755,7,10949,6,1,Out of Service,No,1
830,CT Scanner,GE Healthcare,Emergency,1,21031,12,13176,0,299,Working,No,1
831,Defibrillator,Philips,ICU,10,18139,15,5642,7,136,Out of Service,No,1
832,Defibrillator,Siemens,Cardiology,8,19815,7,5258,7,307,Under Maintenance,No,1
833,CT Scanner,Philips,Cardiology,8,7839,11,12412,8,171,Under Maintenance,Yes,1
834,Defibrillator,Mindray,Emergency,8,14092,6,10756,10,180,Working,Yes,1
835,Patient Monitor,Philips,Radiology,1,23027,11,1941,6,235,Working,No,1
836,Patient Monitor,Philips,Emergency,5,24595,7,11233,0,63,Out of Service,Yes,1
837,MRI Scanner,Siemens,ICU,5,11893,9,4204,1,295,Out of Service,No,1
838,Infusion Pump,GE Healthcare,Cardiology,8,6145,6,1752,2,350,Out of Service,No,1
839,MRI Scanner,Drager,ICU,6,12452,9,11956,0,193,Working,Yes,1
840,Infusion Pump,Siemens,Operation Theatre,1,3948,13,14821,2,149,Working,No,1
841,Infusion Pump,GE Healthcare,ICU,8,7074,13,5212,2,269,Under Maintenance,Yes,1
842,ECG Machine,GE Healthcare,Cardiology,3,21022,3,12257,4,327,Under Maintenance,Yes,1
843,MRI Scanner,Siemens,ICU,6,1044,2,13202,10,3,Under Maintenance,No,1
844,Ultrasound Machine,Mindray,Emergency,8,5292,14,8990,5,4,Working,Yes,1
845,Infusion Pump,Mindray,Cardiology,7,14921,10,12154,7,187,Under Maintenance,No,1
846,Infusion Pump,Mindray,Cardiology,7,4676,4,11804,5,262,Working,Yes,1
847,Patient Monitor,Siemens,Emergency,9,17523,6,2517,9,53,Under Maintenance,Yes,1
848,ECG Machine,Mindray,Emergency,4,2630,7,12400,2,14,Under Maintenance,No,1
849,Patient Monitor,Drager,Operation Theatre,7,14814,5,1844,2,12,Working,Yes,1
850,Infusion Pump,GE Healthcare,Operation Theatre,7,12397,2,1629,1,63,Out of Service,Yes,1
851,Ultrasound Machine,GE Healthcare,Cardiology,2,4664,15,2720,0,276,Under Maintenance,No,0
852,ECG Machine,Philips,Cardiology,3,7401,1,5066,10,250,Working,Yes,1
853,Patient Monitor,Philips,ICU,10,15377,6,2823,10,330,Under Maintenance,Yes,1
854,MRI Scanner,Siemens,Operation Theatre,6,14598,12,12505,0,178,Working,Yes,1
855,Defibrillator,GE Healthcare,Operation Theatre,9,19661,7,6596,3,220,Out of Service,Yes,1
856,Ventilator,GE Healthcare,Operation Theatre,7,8836,4,4337,8,219,Out of Service,No,1
857,Infusion Pump,Philips,Radiology,5,23856,7,9269,2,315,Out of Service,Yes,1
858,MRI Scanner,GE Healthcare,Operation Theatre,4,16554,1,3530,5,103,Working,No,1
859,Defibrillator,Drager,ICU,6,10234,10,11520,2,256,Working,No,1
860,CT Scanner,Philips,Emergency,5,10238,7,10496,6,171,Working,Yes,1
861,Ventilator,Siemens,ICU,7,23018,11,13686,0,81,Under Maintenance,Yes,1
862,MRI Scanner,GE Healthcare,Cardiology,3,2515,12,13199,7,160,Under Maintenance,No,1
863,Infusion Pump,GE Healthcare,Cardiology,6,18511,14,7202,8,350,Working,Yes,1
864,Ultrasound Machine,Siemens,Cardiology,1,15091,11,12318,6,186,Out of Service,Yes,1
865,CT Scanner,Siemens,ICU,8,21648,8,7035,10,278,Working,No,1
866,MRI Scanner,Drager,Cardiology,2,1670,2,7029,5,25,Working,Yes,1
867,Defibrillator,Mindray,Operation Theatre,6,16993,5,2014,8,92,Under Maintenance,No,1
868,Patient Monitor,GE Healthcare,Emergency,1,3872,6,1854,3,101,Out of Service,Yes,1
869,Infusion Pump,GE Healthcare,ICU,3,10415,12,2587,7,346,Out of Service,Yes,1
870,ECG Machine,Siemens,ICU,2,3357,8,2642,7,178,Out of Service,Yes,1
871,CT Scanner,GE Healthcare,Operation Theatre,1,10247,4,9124,6,50,Out of Service,Yes,1
872,CT Scanner,Drager,Radiology,5,2688,8,6696,7,84,Out of Service,No,1
873,Ventilator,GE Healthcare,Emergency,10,21441,10,3527,2,350,Out of Service,Yes,1
874,Ventilator,Mindray,Operation Theatre,3,11553,4,6984,7,159,Working,Yes,1
875,Patient Monitor,GE Healthcare,Emergency,2,12877,4,10303,3,131,Under Maintenance,Yes,1
876,MRI Scanner,Mindray,Radiology,5,14444,13,11536,1,32,Working,No,1
877,CT Scanner,Mindray,Radiology,1,9635,1,1643,1,188,Out of Service,No,1
878,Ventilator,GE Healthcare,ICU,8,18743,10,2323,9,65,Working,No,1
879,CT Scanner,Siemens,Cardiology,6,7456,2,7914,0,359,Under Maintenance,Yes,0
880,Ultrasound Machine,Mindray,Radiology,3,3949,1,14920,9,279,Out of Service,No,1
881,Infusion Pump,Philips,Cardiology,3,19947,7,14739,10,325,Out of Service,Yes,1
882,MRI Scanner,Drager,Emergency,6,19435,6,1798,8,15,Working,No,1
883,CT Scanner,Philips,Emergency,7,24746,14,9485,5,139,Out of Service,No,1
884,MRI Scanner,Mindray,Operation Theatre,1,14538,4,6956,5,183,Out of Service,No,1
885,Patient Monitor,Philips,ICU,3,10561,7,11287,10,304,Under Maintenance,No,1
886,Patient Monitor,Philips,Operation Theatre,7,20695,7,11215,10,96,Out of Service,No,1
887,ECG Machine,Philips,Cardiology,3,17161,13,6076,6,150,Out of Service,Yes,1
888,Infusion Pump,Mindray,ICU,10,3698,12,5723,6,135,Under Maintenance,Yes,1
889,Ventilator,Siemens,Radiology,4,3239,6,11082,5,243,Working,Yes,1
890,Infusion Pump,Philips,Emergency,2,4262,2,14287,1,323,Out of Service,Yes,1
891,Infusion Pump,GE Healthcare,Operation Theatre,8,13091,14,2477,7,33,Working,No,1
892,MRI Scanner,Mindray,Emergency,7,7965,1,10217,7,337,Under Maintenance,No,1
893,MRI Scanner,Philips,Emergency,5,3063,7,14425,6,104,Working,No,1
894,Defibrillator,Siemens,Radiology,5,17025,3,14761,10,68,Working,Yes,1
895,Infusion Pump,Mindray,Operation Theatre,5,24298,3,7804,1,103,Working,Yes,0
896,Ultrasound Machine,Siemens,Operation Theatre,5,18239,3,606,4,27,Working,No,0
897,Ultrasound Machine,Siemens,Operation Theatre,5,3528,3,10697,6,54,Out of Service,Yes,1
898,Ventilator,Siemens,Cardiology,1,11376,2,7938,4,162,Out of Service,No,1
899,CT Scanner,Siemens,Radiology,6,11042,6,5968,2,348,Under Maintenance,No,0
900,Ultrasound Machine,Siemens,Radiology,6,19372,14,5095,4,361,Under Maintenance,Yes,0
901,Patient Monitor,Siemens,Radiology,4,14163,12,1270,4,286,Out of Service,No,1
902,ECG Machine,Mindray,Operation Theatre,8,24706,5,2955,1,351,Under Maintenance,Yes,1
903,MRI Scanner,Siemens,Emergency,5,7174,14,9252,10,203,Out of Service,Yes,1
904,Infusion Pump,GE Healthcare,ICU,1,17465,12,5218,5,84,Out of Service,Yes,1
905,ECG Machine,Siemens,Emergency,10,17784,15,6078,1,270,Under Maintenance,No,1
906,Ventilator,Siemens,Emergency,7,13696,13,10294,7,121,Out of Service,Yes,1
907,Infusion Pump,GE Healthcare,Cardiology,3,11640,8,11023,9,312,Under Maintenance,Yes,1
908,CT Scanner,Drager,Operation Theatre,6,4260,12,5231,0,130,Under Maintenance,No,0
909,ECG Machine,Drager,ICU,7,6026,14,11521,4,310,Out of Service,Yes,1
910,Ventilator,Drager,Cardiology,1,17905,6,6668,6,266,Out of Service,No,1
911,CT Scanner,Siemens,Cardiology,4,13254,6,7170,10,171,Under Maintenance,No,1
912,MRI Scanner,GE Healthcare,Operation Theatre,9,3233,2,4111,6,296,Working,Yes,1
913,CT Scanner,Mindray,Cardiology,10,20022,12,10270,0,208,Out of Service,No,1
914,ECG Machine,Philips,Emergency,3,17553,7,3625,0,104,Out of Service,No,1
915,Ultrasound Machine,GE Healthcare,Operation Theatre,8,19598,13,13325,3,165,Under Maintenance,No,1
916,Ventilator,Drager,Radiology,1,18329,15,1993,4,181,Working,Yes,0
917,Infusion Pump,Siemens,Cardiology,4,2179,4,4619,0,272,Under Maintenance,Yes,0
918,Ultrasound Machine,GE Healthcare,Radiology,4,19476,5,3587,10,268,Working,Yes,1
919,ECG Machine,Drager,ICU,3,17768,11,10235,1,268,Under Maintenance,Yes,1
920,MRI Scanner,Drager,Cardiology,3,2168,15,2013,10,51,Working,Yes,1
921,Ultrasound Machine,Siemens,Emergency,6,20326,13,5797,4,155,Working,No,0
922,CT Scanner,Mindray,ICU,4,23480,6,2142,8,243,Working,No,1
923,CT Scanner,Philips,Radiology,4,14940,15,10991,9,89,Working,Yes,1
